,Title,Artist,dateCreated,Department,dateAcquired,URL,Gender,Nationality,Nation,country_code,Divide,Region,Source
105842,"Oh God, he said, talking to a tree\Beirut: July 20, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146815,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105843,"Oh God, he said, talking to a tree\Beirut: July 20, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146816,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105844,"Oh God, he said, talking to a tree\Tyre: August 8, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146817,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105845,"Oh God, he said, talking to a tree\Khiyam: August 8, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146818,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105846,"Oh God, he said, talking to a tree\Beirut: August 6, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146819,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105847,"Oh God, he said, talking to a tree\Beirut: July 19, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146820,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105848,"Oh God, he said, talking to a tree\Khiyam: August 2, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146821,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105849,"Oh God, he said, talking to a tree\Sidon: August 6, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146822,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105850,"Oh God, he said, talking to a tree\Beirut: July 20, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146823,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105851,"Oh God, he said, talking to a tree\Beirut: July 18, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146824,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105852,"Oh God, he said, talking to a tree\Beirut: August 4, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146825,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105853,"Oh God, he said, talking to a tree\Tyre: July 26, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146826,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105854,"Oh God, he said, talking to a tree\Nabatiyeh: April 14, 1996",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146827,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105855,"Oh God, he said, talking to a tree\Beirut: July 20, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146828,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105856,"Oh God, he said, talking to a tree\Beirut: July 15, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146829,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105857,"Oh God, he said, talking to a tree\Kfar Shouba: April 10, 2002",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146830,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105858,"Oh God, he said, talking to a tree\Beirut: August 6, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146831,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105859,"Oh God, he said, talking to a tree\Jiyeh: July 16, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146832,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105860,"Oh God, he said, talking to a tree\Kfar Chouba: April 11, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146833,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105861,"Oh God, he said, talking to a tree\Khiyam: July 25, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146834,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105862,"Oh God, he said, talking to a tree\Zahrani: July 14, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146835,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105863,"Oh God, he said, talking to a tree\Baalbek: July 13, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146836,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105864,"Oh God, he said, talking to a tree\Aita al-Sha'b: August 1, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146837,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105865,"Oh God, he said, talking to a tree\Iqlim al-Tufah: January 12, 2000",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146838,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105866,"Oh God, he said, talking to a tree\Tyre: August 4, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146839,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105867,"Oh God, he said, talking to a tree\Khiyam: July 25, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146840,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105868,"Oh God, he said, talking to a tree\Tyre: July 19, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146841,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105869,"Oh God, he said, talking to a tree\Beirut: July 16, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146842,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105870,"Oh God, he said, talking to a tree\Beirut: July 16, 2006",Walid Raad,2004,Still Images,2008,http://www.moma.org/collection/works/146843,M,Lebanese,Lebanon,LBN,Global South,Middle east,MoMA (sampled)
105875,Scene from a Battle,Willie Cole,1999,Still Images,2011,http://www.moma.org/collection/works/146865,M,American,United States,USA,Global North,North America,MoMA (sampled)
105876,Title page from Spirit Cooking,Marina Abramović,1996,Still Images,2011,http://www.moma.org/collection/works/146897,F,Yugoslav,Yugoslavia,missing,missing,missing,MoMA (sampled)
105917,Title page from Coyote Stories,Chris Burden,2005,Still Images,2011,http://www.moma.org/collection/works/146942,M,American,United States,USA,Global North,North America,MoMA (sampled)
106094,Untitled #466,Cindy Sherman,2008,Still Images,2011,http://www.moma.org/collection/works/147126,F,American,United States,USA,Global North,North America,MoMA (sampled)
106095,Untitled #474,Cindy Sherman,2008,Still Images,2011,http://www.moma.org/collection/works/147127,F,American,United States,USA,Global North,North America,MoMA (sampled)
106096,Untitled 2008-2011 (the map of the land of feeling) I,Rirkrit Tiravanija,2008,Still Images,2011,http://www.moma.org/collection/works/147128,M,Thai,Thailand,THA,Global South,Asia & Pacific,MoMA (sampled)
106097,My Cat Lulu's Utopia (After J.C. Orozco),Enrique Chagoya,2010,Still Images,2011,http://www.moma.org/collection/works/147129,M,Mexican,Mexico,MEX,Global South,South/Latin America,MoMA (sampled)
106098,My Cat Santos had a Nightmare,Enrique Chagoya,2010,Still Images,2011,http://www.moma.org/collection/works/147130,M,Mexican,Mexico,MEX,Global South,South/Latin America,MoMA (sampled)
106099,Return to Goya No. 9,Enrique Chagoya,2010,Still Images,2011,http://www.moma.org/collection/works/147131,M,Mexican,Mexico,MEX,Global South,South/Latin America,MoMA (sampled)
106100,Gert and Grace,Amy Cutler,2010,Still Images,2011,http://www.moma.org/collection/works/147132,F,American,United States,USA,Global North,North America,MoMA (sampled)
106101,Tethered,Amy Cutler,2010,Still Images,2011,http://www.moma.org/collection/works/147133,F,American,United States,USA,Global North,North America,MoMA (sampled)
106102,"If That, Then This",Mark Fox,2010,Still Images,2011,http://www.moma.org/collection/works/147134,M,American,United States,USA,Global North,North America,MoMA (sampled)
106103,Cern,Bill Jensen,2010,Still Images,2011,http://www.moma.org/collection/works/147135,M,American,United States,USA,Global North,North America,MoMA (sampled)
106104,Guardian,Bill Jensen,2010,Still Images,2011,http://www.moma.org/collection/works/147136,M,American,United States,USA,Global North,North America,MoMA (sampled)
106105,Sorrow,Bill Jensen,2010,Still Images,2011,http://www.moma.org/collection/works/147137,M,American,United States,USA,Global North,North America,MoMA (sampled)
106106,Tambourine Man (Bill),Bill Jensen,2010,Still Images,2011,http://www.moma.org/collection/works/147138,M,American,United States,USA,Global North,North America,MoMA (sampled)
106107,The Monkey's Rain Coat,Bill Jensen,2010,Still Images,2011,http://www.moma.org/collection/works/147139,M,American,United States,USA,Global North,North America,MoMA (sampled)
106108,Precepts,Bill Jensen,2011,Still Images,2011,http://www.moma.org/collection/works/147140,M,American,United States,USA,Global North,North America,MoMA (sampled)
106109,Howl,Bill Jensen,2011,Still Images,2011,http://www.moma.org/collection/works/147141,M,American,United States,USA,Global North,North America,MoMA (sampled)
106110,Shrinky Dink 1,Jasper Johns,2011,Still Images,2011,http://www.moma.org/collection/works/147142,M,American,United States,USA,Global North,North America,MoMA (sampled)
106111,Shrinky Dink 2,Jasper Johns,2011,Still Images,2011,http://www.moma.org/collection/works/147143,M,American,United States,USA,Global North,North America,MoMA (sampled)
106112,Shrinky Dink 3,Jasper Johns,2011,Still Images,2011,http://www.moma.org/collection/works/147144,M,American,United States,USA,Global North,North America,MoMA (sampled)
106113,Shrinky Dink 4,Jasper Johns,2011,Still Images,2011,http://www.moma.org/collection/works/147145,M,American,United States,USA,Global North,North America,MoMA (sampled)
106114,Frieze,Julian Lethbridge,2010,Still Images,2011,http://www.moma.org/collection/works/147146,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
106115,Alloy,Julian Lethbridge,2010,Still Images,2011,http://www.moma.org/collection/works/147147,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
106116,The Triumph of Night,Richard Tuttle,2010,Still Images,2011,http://www.moma.org/collection/works/147148,M,American,United States,USA,Global North,North America,MoMA (sampled)
106117,Yellow Stone,Terry Winters,2010,Still Images,2011,http://www.moma.org/collection/works/147149,M,American,United States,USA,Global North,North America,MoMA (sampled)
106118,Threesome II,Marc Bauer,2009,Still Images,2011,,missing,Swiss,Switzerland,CHE,Global North,Europe,MoMA (sampled)
106119,Threesome III,Marc Bauer,2009,Still Images,2011,,missing,Swiss,Switzerland,CHE,Global North,Europe,MoMA (sampled)
106120,Cut,Anne Collier,2009,Still Images,2011,http://www.moma.org/collection/works/147155,F,American,United States,USA,Global North,North America,MoMA (sampled)
106121,Evidence,Anne Collier,2011,Still Images,2011,http://www.moma.org/collection/works/147156,F,American,United States,USA,Global North,North America,MoMA (sampled)
106133,Mercuris,Terence Koh,2011,Still Images,2011,http://www.moma.org/collection/works/147172,M,Canadian,Canada,CAN,Global North,North America,MoMA (sampled)
106135,Berlin à fleur de peau,Nadia Kaabi-Linke,2010,Still Images,2011,http://www.moma.org/collection/works/147175,missing,Tunisian,Tunisia,TUN,Global South,Arab States,MoMA (sampled)
106138,Sequence One,James Siena,2009,Still Images,2011,http://www.moma.org/collection/works/147182,M,American,United States,USA,Global North,North America,MoMA (sampled)
106139,Silly Lilies,Thomas Schütte,1995,Still Images,2011,http://www.moma.org/collection/works/147183,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
106140,Low Tide Wandering (Wattwanderung),Thomas Schütte,2001,Still Images,2011,http://www.moma.org/collection/works/147184,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
106141,Architecture Models 1980-2006 (Architektur Modelle 1980-2006),Thomas Schütte,2006,Still Images,2011,http://www.moma.org/collection/works/147185,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
106147,Untitled #230,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147208,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106148,Untitled #231,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147209,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106149,Untitled #232,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147210,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106150,Untitled #233,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147211,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106151,Untitled #234,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147212,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106152,Untitled #235,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147213,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106153,Untitled #236,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147214,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106154,Untitled #237,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147215,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
106155,Untitled #238,José Antonio Suárez Londoño,2006,Still Images,2011,http://www.moma.org/collection/works/147216,M,Colombian,Colombia,COL,Global South,South/Latin America,MoMA (sampled)
