Title;Artist;dateCreated;Department;dateAcquired;URL;Gender;Nationality;Nation;country_code;Divide;Region;Source
Nelson and the Alma Band;The Alma Band, Martin Kippenberger, Albert Oehlen;1990;Still Images;2013;http://www.moma.org/collection/works/183804;missing, M, M;missing, German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Live in Rio;The Alma Band, Martin Kippenberger, Albert Oehlen;1986;Still Images;2013;http://www.moma.org/collection/works/183805;missing, M, M;missing, German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Home of the Brave;Laurie Anderson;1986;Still Images;2013;http://www.moma.org/collection/works/183812;F;American;United States;USA;Global North;North America;MoMA (sampled)
Strange Angels;Laurie Anderson;1989;Still Images;2013;http://www.moma.org/collection/works/183813;F;American;United States;USA;Global North;North America;MoMA (sampled)
Thank You For Flying American: stories and songs 1980-1991;Jacki Apple;1994;Still Images;2013;http://www.moma.org/collection/works/183814;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Ghost dances: on the event horizon;Jacki Apple;1995;Still Images;2013;http://www.moma.org/collection/works/183815;missing;missing;missing;missing;missing;missing;MoMA (sampled)
ACO;Art Critics Orchestra, John Bock, Kirstine Roepstorff;2005;Still Images;2013;http://www.moma.org/collection/works/183818;missing, M, F;missing, German, Danish;Germany;DEU;Global North;Europe;MoMA (sampled)
Man in Black / Drone Harness;Matthew Barney, Jonathan Bepler;2000;Still Images;2013;http://www.moma.org/collection/works/183820;M, missing;American, missing;United States;USA;Global North;North America;MoMA (sampled)
Harmonica;David Bellingham;1999;Still Images;2013;http://www.moma.org/collection/works/183869;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Traction (Motor Vehicle Journeys);David Bellingham;2000;Still Images;2013;http://www.moma.org/collection/works/183870;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Music for Matthew Barney's Cremaster 5;Jonathan Bepler, Matthew Barney;1998;Still Images;2013;http://www.moma.org/collection/works/183871;missing, M;missing, American;United States;USA;Global North;North America;MoMA (sampled)
Music for Matthew Barney's Cremaster 2;Jonathan Bepler, Matthew Barney;1999;Still Images;2013;http://www.moma.org/collection/works/183872;missing, M;missing, American;United States;USA;Global North;North America;MoMA (sampled)
Der Lieferservice – Knackfrisch;Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183873;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Die Teezeremonie – (nett);Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183874;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Don't Call Us Piggy;Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183875;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Call Us Cum – Stille Tage in Cliché;Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183876;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
The Icecreamchoppsticks – Lasst Euch in Eurer Mickrigkeit nicht stören;Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183877;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Die Scheissis – We Are a Sausage;Tim Berresheim, Jonathan Meese;2008;Still Images;2013;http://www.moma.org/collection/works/183878;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Kingdom Cum – Nature of the Beyond / 50 Ways to Kill Me – Sex, Drugs and Suicide;Tim Berresheim, Jonathan Meese, Jay Haley;2005;Still Images;2013;http://www.moma.org/collection/works/183879;M, M, missing;German, German, missing;Germany;DEU;Global North;Europe;MoMA (sampled)
Trepanation – Bitte hinten bezahlen;Tim Berresheim, Jonathan Meese;2004;Still Images;2013;http://www.moma.org/collection/works/183880;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Weihnachten – Wir sind die Musiker (Tim & Jonathan Merry Christmas);Tim Berresheim, Jonathan Meese;2004;Still Images;2013;http://www.moma.org/collection/works/183881;M, M;German, German;Germany;DEU;Global North;Europe;MoMA (sampled)
This is How We Walk on the Moon;Johanna Billing;2008;Still Images;2013;http://www.moma.org/collection/works/183885;F;Swedish;Sweden;SWE;Global North;Europe;MoMA (sampled)
Dance. Take it With You;Nayland Blake;1994;Still Images;2013;http://www.moma.org/collection/works/183887;M;American;United States;USA;Global North;North America;MoMA (sampled)
Jonnie Hitler;Jonathan Borofsky;1992;Still Images;2013;http://www.moma.org/collection/works/183889;M;American;United States;USA;Global North;North America;MoMA (sampled)
The Future of Ecstasy;Carol Bove;2004;Still Images;2013;http://www.moma.org/collection/works/183890;F;American;United States;USA;Global North;North America;MoMA (sampled)
Live;Pavel Büchler;1999;Still Images;2013;http://www.moma.org/collection/works/183891;M;Czech;Czech Republic;CZE;Global North;Europe;MoMA (sampled)
Residue;Carl Byron;1992;Still Images;2013;http://www.moma.org/collection/works/183916;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Power Versus Wisdom, Live;Monte Cazazza;1996;Still Images;2013;http://www.moma.org/collection/works/183925;M;American;United States;USA;Global North;North America;MoMA (sampled)
CCMC + Christian Marclay;Christian Marclay, CCMC, Paul Dutton, John Oswald, Michael Snow;2002;Still Images;2013;http://www.moma.org/collection/works/183926;M, missing, missing, missing, M;American, missing, missing, missing, Canadian;United States;USA;Global North;North America;MoMA (sampled)
A Body of Work;John Chamberlain;2009;Still Images;2013;http://www.moma.org/collection/works/183927;M;American;United States;USA;Global North;North America;MoMA (sampled)
Wild Billy Childish & The Musicians of the British Empire;Billy Childish, Peter Doig;2010;Still Images;2013;http://www.moma.org/collection/works/183928;M, M;missing, British;United Kingdom;missing;missing;missing;MoMA (sampled)
Edizioni Di Polipoesia Numero 1;Henri Chopin, Arrigo Lora Totino;1983;Still Images;2013;http://www.moma.org/collection/works/183930;M, M;French, Italian;missing;missing;missing;missing;MoMA (sampled)
afterlight;Ishan Clemenco;2009;Still Images;2013;http://www.moma.org/collection/works/183932;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Plus de 300 Petits Prix;Claude Closky;1991;Still Images;2013;http://www.moma.org/collection/works/183933;M;French;France;FRA;Global North;Europe;MoMA (sampled)
Appelez vite;Claude Closky;1995;Still Images;2013;http://www.moma.org/collection/works/183934;M;French;France;FRA;Global North;Europe;MoMA (sampled)
Half Hoof / Sassafras;Coconut;2010;Still Images;2013;http://www.moma.org/collection/works/183935;missing;missing;missing;missing;missing;missing;MoMA (sampled)
A Brief History of Civilization;Joe Colley;2005;Still Images;2013;http://www.moma.org/collection/works/183936;M;American;United States;USA;Global North;North America;MoMA (sampled)
One and Its Opposite (To Be Heard in Two Directions);Joe Colley;2005;Still Images;2013;http://www.moma.org/collection/works/183937;M;American;United States;USA;Global North;North America;MoMA (sampled)
Sunshine Daydream / Maerdyad Enihsnus;Cranfield and Slade, Brady Cranfield, Kathy Slade;2009;Still Images;2013;http://www.moma.org/collection/works/183939;missing, missing, missing;missing, missing, missing;missing;missing;missing;missing;MoMA (sampled)
Work No. 117;Martin Creed;1995;Still Images;2013;http://www.moma.org/collection/works/183940;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Everything is Going to Be Alright;Martin Creed;1999;Still Images;2013;http://www.moma.org/collection/works/183941;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
I Can't Move;Martin Creed;1999;Still Images;2013;http://www.moma.org/collection/works/183942;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Creneau\uk: atmostphere architects / allpopstarswelcome;Creneau UK;2002;Still Images;2013;http://www.moma.org/collection/works/183943;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Opus 17A;Hanne Darboven;1996;Still Images;2013;http://www.moma.org/collection/works/183945;F;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Trying to Find the Spiral Jetty;Tacita Dean;1998;Still Images;2013;http://www.moma.org/collection/works/183946;F;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Corporate Rock Must Die;Jeremy Deller;1998;Still Images;2013;http://www.moma.org/collection/works/183947;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
It's Easter in My Brain;The Dogz, Maija Beeton, Cindy Bernard, Art Byington, Laura Graham, Mike Kelley, Liz Larner, Richie Lee, Stephen Prina, Eddie Ruscha, Jim Shaw, Martine Tomczyk;1990;Still Images;2013;http://www.moma.org/collection/works/183950;missing, missing, F, missing, missing, M, F, missing, M, missing, M, missing;missing, missing, American, missing, missing, American, American, missing, American, missing, American, missing;United States;USA;Global North;North America;MoMA (sampled)
Behind the Center;Sam Durant;1995;Still Images;2013;http://www.moma.org/collection/works/183954;M;American;United States;USA;Global North;North America;MoMA (sampled)
New Life After Fire (for Tom Thomson);Lee Ranaldo, Dave Dyment;2003;Still Images;2013;http://www.moma.org/collection/works/183955;M, missing;missing, missing;missing;missing;missing;missing;MoMA (sampled)
Glint;Brian Eno;1986;Still Images;2013;http://www.moma.org/collection/works/183960;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Music for Films;Brian Eno;1987;Still Images;2013;http://www.moma.org/collection/works/183961;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Prescient Dreams / Zanoni;Monte Cazazza;1983;Still Images;2013;http://www.moma.org/collection/works/183964;M;American;United States;USA;Global North;North America;MoMA (sampled)
Gallery Connections;Angus Fairhurst;1991;Still Images;2013;http://www.moma.org/collection/works/183965;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Idioblast;John Fekner City Squad, John Fekner;1984;Still Images;2013;http://www.moma.org/collection/works/183966;missing, M;missing, American;United States;USA;Global North;North America;MoMA (sampled)
Concrete People;John Fekner City Squad, John Fekner;1986;Still Images;2013;http://www.moma.org/collection/works/183967;missing, M;missing, American;United States;USA;Global North;North America;MoMA (sampled)
Boots & Lipgloss / I Don’t Care For Pictures;DJ Sid, Sylvie Fleury;1990;Still Images;2013;http://www.moma.org/collection/works/183969;missing, F;missing, Swiss;Switzerland;CHE;Global North;Europe;MoMA (sampled)
Terminal Sound;Bill Fontana;2006;Still Images;2013;http://www.moma.org/collection/works/183970;missing;American;United States;USA;Global North;North America;MoMA (sampled)
Roggaboggas;Forcefield;2003;Still Images;2013;http://www.moma.org/collection/works/183971;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Regen;Katharina Fritsch;1987;Still Images;2013;http://www.moma.org/collection/works/183973;F;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Skin of Flesh All Mighty!;Gobbler, Art Byington, Cameron Jamie, Mike Kelley, Paul McCarthy, Dave Muller;1997;Still Images;2013;http://www.moma.org/collection/works/183982;missing, missing, M, M, M, M;missing, missing, American, American, American, American;United States;USA;Global North;North America;MoMA (sampled)
Starpath: DREC.PAS;Alan Saret, David Kadish;1988;Still Images;2015;http://www.moma.org/collection/works/183987;M, missing;American, missing;United States;USA;Global North;North America;MoMA (sampled)
Residence: color;Dominique Gonzalez-Foerster;1995;Still Images;2013;http://www.moma.org/collection/works/183989;F;French;France;FRA;Global North;Europe;MoMA (sampled)
Bootlegged;Douglas Gordon;2000;Still Images;2013;http://www.moma.org/collection/works/183990;M;Scottish;Scotland;missing;missing;missing;MoMA (sampled)
The Lost Kinetic World: Volume One;Sam Gordon;2006;Still Images;2013;http://www.moma.org/collection/works/183991;M;American;United States;USA;Global North;North America;MoMA (sampled)
Acoustic Phenomena;Glenn Branca, Dan Graham;1983;Still Images;2013;http://www.moma.org/collection/works/183992;missing, M;American, American;United States;USA;Global North;North America;MoMA (sampled)
Verwandlungsmusik (Transformation Music);Rodney Graham;1991;Still Images;2013;http://www.moma.org/collection/works/183993;M;Canadian;Canada;CAN;Global North;North America;MoMA (sampled)
Getting it Together in the Country;Rodney Graham;2000;Still Images;2013;http://www.moma.org/collection/works/183994;M;Canadian;Canada;CAN;Global North;North America;MoMA (sampled)
Dusk Dawn;Henrik Håkansson;2003;Still Images;2013;http://www.moma.org/collection/works/183995;missing;missing;missing;missing;missing;missing;MoMA (sampled)
A Very Special Christmas;Various Artists, Keith Haring;1987;Still Images;2013;http://www.moma.org/collection/works/183997;missing, M;missing, American;United States;USA;Global North;North America;MoMA (sampled)
Come to My Party (The Prince Von Thurn und Taxis Invites You For Princess Gloria's Birthday Party!);Keith Haring;1989;Still Images;2013;http://www.moma.org/collection/works/183998;M;American;United States;USA;Global North;North America;MoMA (sampled)
The Haters;The Haters;1983;Still Images;2013;http://www.moma.org/collection/works/184001;missing;missing;missing;missing;missing;missing;MoMA (sampled)
Fire;The Haters;1990;Still Images;2013;http://www.moma.org/collection/works/184002;missing;missing;missing;missing;missing;missing;MoMA (sampled)
D'un art l'autre: Poésure et Peintrie;Bernard Heidsieck, Kurt Schwitters;1993;Still Images;2013;http://www.moma.org/collection/works/184004;M, M;French, German;Germany;DEU;Global North;Europe;MoMA (sampled)
Vindaloo;Fat Les, Keith Allen, Damien Hirst, Alex James;1998;Still Images;2013;http://www.moma.org/collection/works/184007;missing, missing, M, missing;missing, missing, British, missing;United Kingdom;missing;missing;missing;MoMA (sampled)
Drum Box;Evan Holloway;1997;Still Images;2013;http://www.moma.org/collection/works/184008;M;American;United States;USA;Global North;North America;MoMA (sampled)
Music of Chopin Performed on the Reversed Piano;Evan Holloway;2000;Still Images;2013;http://www.moma.org/collection/works/184009;M;American;United States;USA;Global North;North America;MoMA (sampled)
